domainname,choicesequence,choice,choicedesc,choiceobsolete
diag_horz_feat_kind,16,Densic contact,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,17,Densic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,18,Diatomaceous earth,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,19,Durinodes,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,20,Duripan,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,21,Endosaturation,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,22,Episaturation,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,23,Fibers,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,24,Fibric soil materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,25,Folistic epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,26,Fragic soil properties,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,27,Fragipan,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,28,Free carbonates,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,29,Gelic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,30,Gilgai,,Yes
diag_horz_feat_kind,31,Glacic layer,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,32,Glossic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,33,Gypsic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,34,Gypsum accumulations,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,35,Hemic soil materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,36,Histic epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,37,Humilluvic material,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,38,Interfingering of albic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,39,Kandic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,40,Lamellae,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,41,Limnic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,42,Lithic contact,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,43,Lithologic discontinuity,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,44,Marl,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,45,Melanic epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,46,Mollic epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,47,Mottles with chroma 2 or less,,Yes
diag_horz_feat_kind,48,n value > 0.7,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,49,Natric horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,50,Ochric epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,51,Ortstein,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,52,Oxic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,53,Paralithic contact,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,54,Paralithic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,55,Permafrost,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,56,Petrocalcic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,57,Petroferric contact,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,58,Petrogypsic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,59,Placic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,60,Plaggen epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,61,Plinthite,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,62,Redox concentrations,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,63,Redox depletions with chroma 2 or less,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,64,Reduced matrix,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,65,Resistant minerals,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,66,Salic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,67,Salt accumulations,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,68,Sapric soil materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,69,Secondary carbonates,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,70,Slickensides,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,71,Sombric horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,72,Spodic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,73,Spodic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,74,Strongly contrasting particle size class,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,75,Sulfidic materials,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,76,Sulfuric horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,77,Umbric epipedon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,78,Volcanic glass,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,79,Weatherable minerals,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,80,Anhydritic horizon,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,81,Human-altered material,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,82,Human-transported material,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,83,Manufactured layer,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
diag_horz_feat_kind,84,Manufactured layer contact,"Reference:  Keys to Soil Taxonomy Twelfth Edition, Soil Survey Staff, USDA, Natural Resources Conservation Service",No
distribution_status,1,In progress,The distribution request has been submitted but the processing of that request is not complete.  The request may be being held for processing at a later time.,No
distribution_status,2,Not successful,"The distribution request failed to run to completion, and no data was exported.",No
distribution_status,3,Partially successful,"The distribution request was processed to completion, but one or more of the legends, map units or components in the original request was not found in the database at the time the request was ultimately processed.",No
distribution_status,4,Successful,"The distribution request was processed to completetion, and all requested legends, map units and components are present in the exported dataset.",No
drainage_class,1,Excessively drained,"Water is removed very rapidly. The occurrence of internal free water commonly is very rare or very deep. The soils are commonly coarse-textured and have very high hydraulic conductivity or are very shallow.  Soil Survey Manual, Chapter 3.",No
drainage_class,2,Somewhat excessively drained,"Water is removed from the soil rapidly. Internal free water occurrence commonly is very rare or very deep. The soils are commonly coarse-textured and have high saturated hydraulic conductivity or are very shallow.  Soil Survey Manual, Chapter 3.",No
drainage_class,3,Well drained,"Water is removed from the soil readily but not rapidly. Internal free water occurrence commonly is deep or very deep; annual duration is not specified. Water is available to plants throughout most of the growing season in humid regions. Wetness does not inhibit growth of roots for significant periods during most growing seasons. The soils are mainly free of the deep to redoximorphic features that are related to wetness.  Soil Survey Manual, Chapter 3.",No
drainage_class,4,Moderately well drained,"Water is removed from the soil somewhat slowly during some periods of the year. Internal free water occurrence commonly is moderately deep and transitory through permanent. The soils are wet for only a short time within the rooting depth during the growing season, but long enough that most mesophytic crops are affected. They commonly have a moderately low or lower saturated hydraulic conductivity in a layer within the upper 1 m, periodically receive high rainfall, or both.  Soil Survey Manual, Chapter 3.",No
drainage_class,5,Somewhat poorly drained,"Water is removed slowly so that the soil is wet at a shallow depth for significant periods during the growing season. The occurrence of internal free water commonly is shallow to moderately deep and transitory to permanent. Wetness markedly restricts the growth of mesophytic crops, unless artificial drainage is provided. The soils commonly have one or more of the following characteristics: low or very low saturated hydraulic conductivity, a high water table, additional water from seepage, or nearly continuous rainfall.  Soil Survey Manual, Chapter 3.",No
drainage_class,6,Poorly drained,"Water is removed so slowly that the soil is wet at shallow depths periodically during the growing season or remains wet for long periods. The occurrence of internal free water is shallow or very shallow and common or persistent. Free water is commonly at or near the surface long enough during the growing season so that most mesophytic crops cannot be grown, unless the soil is artificially drained. The soil, however, is not continuously wet directly below plow-depth. Free water at shallow depth is usually present. This water table is commonly the result of low or very low saturated hydraulic conductivity of nearly continuous rainfall, or of a combination of these.  Soil Survey Manual, Chapter 3.",No
