tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
chorizon,103,ll_l,liquid_limit_l,LL - Low Value,Float,No,NA,1,0,400,percent,,The water content of the soil at the change between the liquid and plastic states. Values less than 14 cannot be measured and are assigned a zero in the database.  The zero indicates a non-plastic soil.
chorizon,104,ll_r,liquid_limit_r,LL - Representative Value,Float,No,NA,1,0,400,percent,,The water content of the soil at the change between the liquid and plastic states. Values less than 14 cannot be measured and are assigned a zero in the database.  The zero indicates a non-plastic soil.
chorizon,105,ll_h,liquid_limit_h,LL - High Value,Float,No,NA,1,0,400,percent,,The water content of the soil at the change between the liquid and plastic states. Values less than 14 cannot be measured and are assigned a zero in the database.  The zero indicates a non-plastic soil.
chorizon,106,pi_l,plasticity_index_l,PI - Low Value,Float,No,NA,1,0,130,percent,,The numerical difference between the liquid limit and plastic limit.
chorizon,107,pi_r,plasticity_index_r,PI - Representative Value,Float,No,NA,1,0,130,percent,,The numerical difference between the liquid limit and plastic limit.
chorizon,108,pi_h,plasticity_index_h,PI - High Value,Float,No,NA,1,0,130,percent,,The numerical difference between the liquid limit and plastic limit.
chorizon,109,aashind_l,aashto_group_index_l,AASHTO Group Index - Low Value,Integer,No,NA,NA,0,120,,,"The empirical group index formula devised for approximately within-group evaluation of the ""clayey granular materials"" and the ""silty-clay materials""."
chorizon,110,aashind_r,aashto_group_index_r,AASHTO Group Index - Representative Value,Integer,No,NA,NA,0,120,,,"The empirical group index formula devised for approximately within-group evaluation of the ""clayey granular materials"" and the ""silty-clay materials""."
chorizon,111,aashind_h,aashto_group_index_h,AASHTO Group Index - High Value,Integer,No,NA,NA,0,120,,,"The empirical group index formula devised for approximately within-group evaluation of the ""clayey granular materials"" and the ""silty-clay materials""."
chorizon,112,kwfact,soil_erodibility_factor_whole,Kw,Choice,No,254,NA,NA,NA,,soil_erodibility_factor,"The ease with which pores of a saturated soil transmit water. Formally, the proportionality coefficient that expresses the relationship of the rate of water movement to hydraulic gradient in Darcy's Law, a law that describes the rate of water movement through porous media. Commonly abbreviated as ""Ksat"".   Expressed micrometers per second. To convert micrometers per second to inches per hour, multiply micrometers per second by 0.1417."
chorizon,113,kffact,soil_erodibility_factor_rf,Kf,Choice,No,254,NA,NA,NA,,soil_erodibility_factor,An erodibility factor which quantifies the susceptibility of soil particles to detachment by water for the fine earth portion of the soil (excludes rock fragments) expressed in ton.acre.hr (hundreds of acre.foot.tonf.inch)-1.
chorizon,114,caco3_l,calcium_carbonate_equivalent_l,CaCO3 - Low Value,Integer,No,NA,NA,0,110,percent,,The quantity of Carbonate (CO3) in the soil expressed as CaCO3 and as a weight percentage of the less than 2 mm size fraction.
chorizon,115,caco3_r,calcium_carbonate_equivalent_r,CaCO3 - Representative Value,Integer,No,NA,NA,0,110,percent,,The quantity of Carbonate (CO3) in the soil expressed as CaCO3 and as a weight percentage of the less than 2 mm size fraction.
chorizon,116,caco3_h,calcium_carbonate_equivalent_h,CaCO3 - High Value,Integer,No,NA,NA,0,110,percent,,The quantity of Carbonate (CO3) in the soil expressed as CaCO3 and as a weight percentage of the less than 2 mm size fraction.
chorizon,117,gypsum_l,gypsum_l,Gypsum - Low Value,Integer,No,NA,NA,0,120,percent,,The percent by weight of hydrated calcium sulfate in the less than 20 mm fraction of soil.
chorizon,118,gypsum_r,gypsum_r,Gypsum - Representative Value,Integer,No,NA,NA,0,120,percent,,The percent by weight of hydrated calcium sulfate in the less than 20 mm fraction of soil.
chorizon,119,gypsum_h,gypsum_h,Gypsum - High Value,Integer,No,NA,NA,0,120,percent,,The percent by weight of hydrated calcium sulfate in the less than 20 mm fraction of soil.
chorizon,120,sar_l,sodium_adsorption_ratio_l,SAR - Low Value,Float,No,NA,1,0,9999,,,"A measure of the amount of Sodium (Na) relative to Calcium (Ca) and Magnesium (Mg) in the water extract from saturated soil paste. (Soil Survey Staff (2004, method 4F3b)"
chorizon,121,sar_r,sodium_adsorption_ratio_r,SAR - Representative Value,Float,No,NA,1,0,9999,,,"A measure of the amount of Sodium (Na) relative to Calcium (Ca) and Magnesium (Mg) in the water extract from saturated soil paste. (Soil Survey Staff (2004, method 4F3b)"
chorizon,122,sar_h,sodium_adsorption_ratio_h,SAR - High Value,Float,No,NA,1,0,9999,,,"A measure of the amount of Sodium (Na) relative to Calcium (Ca) and Magnesium (Mg) in the water extract from saturated soil paste. (Soil Survey Staff (2004, method 4F3b)"
chorizon,123,ec_l,electrical_conductivity_l,EC - Low Value,Float,No,NA,1,0,15e3,decisiemens per meter,,The electrical conductivity of an extract from saturated soil paste.
chorizon,124,ec_r,electrical_conductivity_r,EC - Representative Value,Float,No,NA,1,0,15e3,decisiemens per meter,,The electrical conductivity of an extract from saturated soil paste.
chorizon,125,ec_h,electrical_conductivity_h,EC - High Value,Float,No,NA,1,0,15e3,decisiemens per meter,,The electrical conductivity of an extract from saturated soil paste.
chorizon,126,cec7_l,cation_exch_capcty_nh4oacph7_l,CEC-7 - Low Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,"The amount of readily exchangeable cations that can be electrically adsorbed to negative charges in the soil, soil constituent, or other material, at pH 7.0, as estimated by the ammonium acetate method."
chorizon,127,cec7_r,cation_exch_capcty_nh4oacph7_r,CEC-7 - Representative Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,"The amount of readily exchangeable cations that can be electrically adsorbed to negative charges in the soil, soil constituent, or other material, at pH 7.0, as estimated by the ammonium acetate method."
chorizon,128,cec7_h,cation_exch_capcty_nh4oacph7_h,CEC-7 - High Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,"The amount of readily exchangeable cations that can be electrically adsorbed to negative charges in the soil, soil constituent, or other material, at pH 7.0, as estimated by the ammonium acetate method."
chorizon,129,ecec_l,effective_cation_exch_capcty_l,ECEC - Low Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,The sum of NH4OAc extractable bases plus KCl extractable aluminum.
chorizon,130,ecec_r,effective_cation_exch_capcty_r,ECEC - Representative Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,The sum of NH4OAc extractable bases plus KCl extractable aluminum.
chorizon,131,ecec_h,effective_cation_exch_capcty_h,ECEC - High Value,Float,No,NA,1,0,400,milliequivalents per 100 grams,,The sum of NH4OAc extractable bases plus KCl extractable aluminum.
chorizon,132,sumbases_l,sum_of_bases_nh4oacph7_l,Sum of Bases - Low Value,Float,No,NA,1,0,300,milliequivalents per 100 grams,,"The sum of NH4OAc extractable bases (pH 7.0), reported on less than 2mm base."
chorizon,133,sumbases_r,sum_of_bases_nh4oacph7_r,Sum of Bases - Representative Value,Float,No,NA,1,0,300,milliequivalents per 100 grams,,"The sum of NH4OAc extractable bases (pH 7.0), reported on less than 2mm base."
chorizon,134,sumbases_h,sum_of_bases_nh4oacph7_h,Sum of Bases - High Value,Float,No,NA,1,0,300,milliequivalents per 100 grams,,"The sum of NH4OAc extractable bases (pH 7.0), reported on less than 2mm base."
chorizon,135,ph1to1h2o_l,ph_1_1_water_l,pH H2O - Low Value,Float,No,NA,1,1.8,11,,,The negative common logarithm of the hydrogen ion activity in the soil using the 1:1 soil-water ratio method.  A numerical expression of the relative acidity or alkalinity of a soil sample.  (SSM)
chorizon,136,ph1to1h2o_r,ph_1_1_water_r,pH H2O - Representative Value,Float,No,NA,1,1.8,11,,,The negative common logarithm of the hydrogen ion activity in the soil using the 1:1 soil-water ratio method.  A numerical expression of the relative acidity or alkalinity of a soil sample.  (SSM)
chorizon,137,ph1to1h2o_h,ph_1_1_water_h,pH H2O - High Value,Float,No,NA,1,1.8,11,,,The negative common logarithm of the hydrogen ion activity in the soil using the 1:1 soil-water ratio method.  A numerical expression of the relative acidity or alkalinity of a soil sample.  (SSM)
chorizon,138,ph01mcacl2_l,ph_01m_cacl2_l,pH CaCl2 - Low Value,Float,No,NA,1,1.8,11,,,"The negative common logarithm of the hydrogen ion activity in the soil, using the 0.01M CaCl2 method, in a 1:2 soil:solution ratio.  A numerical expression of the relative acidity or alkalinity of a soil sample. (SSM)"
chorizon,139,ph01mcacl2_r,ph_01m_cacl2_r,pH CaCl2 - Representative Value,Float,No,NA,1,1.8,11,,,"The negative common logarithm of the hydrogen ion activity in the soil, using the 0.01M CaCl2 method, in a 1:2 soil:solution ratio.  A numerical expression of the relative acidity or alkalinity of a soil sample. (SSM)"
chorizon,140,ph01mcacl2_h,ph_01m_cacl2_h,pH CaCl2 - High Value,Float,No,NA,1,1.8,11,,,"The negative common logarithm of the hydrogen ion activity in the soil, using the 0.01M CaCl2 method, in a 1:2 soil:solution ratio.  A numerical expression of the relative acidity or alkalinity of a soil sample. (SSM)"
chorizon,141,freeiron_l,free_iron_oxides_l,Free Iron - Low Value,Float,No,NA,2,0,100,percent,,"The secondary iron oxides such as geothite, hematite, ferrihydrite, lepidocrocite and maghemite.  This form of iron may occur as discrete particles, as coatings on other particles, or as cementing agents between soil mineral grains.  It is iron extracted by dithionite-citrate."
chorizon,142,freeiron_r,free_iron_oxides_r,Free Iron - Representative Value,Float,No,NA,2,0,100,percent,,"The secondary iron oxides such as geothite, hematite, ferrihydrite, lepidocrocite and maghemite.  This form of iron may occur as discrete particles, as coatings on other particles, or as cementing agents between soil mineral grains.  It is iron extracted by dithionite-citrate."
chorizon,143,freeiron_h,free_iron_oxides_h,Free Iron - High Value,Float,No,NA,2,0,100,percent,,"The secondary iron oxides such as geothite, hematite, ferrihydrite, lepidocrocite and maghemite.  This form of iron may occur as discrete particles, as coatings on other particles, or as cementing agents between soil mineral grains.  It is iron extracted by dithionite-citrate."
chorizon,144,feoxalate_l,iron_oxalate_l,Oxalate Fe - Low Value,Float,No,NA,2,0,15e4,milligrams per kilogram,,The amount of ammonium oxalate extractable iron in the less than 2mm fraction.  It is considered a measure of noncrystalline iron in the soil.
chorizon,145,feoxalate_r,iron_oxalate_r,Oxalate Fe - Representative Value,Float,No,NA,2,0,15e4,milligrams per kilogram,,The amount of ammonium oxalate extractable iron in the less than 2mm fraction.  It is considered a measure of noncrystalline iron in the soil.
chorizon,146,feoxalate_h,iron_oxalate_h,Oxalate Fe - High Value,Float,No,NA,2,0,15e4,milligrams per kilogram,,The amount of ammonium oxalate extractable iron in the less than 2mm fraction.  It is considered a measure of noncrystalline iron in the soil.
chorizon,147,extracid_l,extractable_acidity_l,Ext Acidity - Low Value,Float,No,NA,1,0,250,milliequivalents per 100 grams,,A measure of soil exchangeable hydrogen ions that may become active by cation exchange.
chorizon,148,extracid_r,extractable_acidity_r,Ext Acidity - Representative Value,Float,No,NA,1,0,250,milliequivalents per 100 grams,,A measure of soil exchangeable hydrogen ions that may become active by cation exchange.
chorizon,149,extracid_h,extractable_acidity_h,Ext Acidity - High Value,Float,No,NA,1,0,250,milliequivalents per 100 grams,,A measure of soil exchangeable hydrogen ions that may become active by cation exchange.
chorizon,150,extral_l,extractable_aluminum_l,Extract Al - Low Value,Float,No,NA,2,0,150,milliequivalents per 100 grams,,"The amount of aluminum extracted in 1 normal potassium chloride.  The following laboratory method is applied:  55 ml of 1 normal potassium chloride is extracted through 2.5 g of soil sample.  The extract is analyzed by use of an atomic adsorption spectrometer or similar instrument (SSIR #1, method 6G9a and NSSH)."
chorizon,151,extral_r,extractable_aluminum_r,Extract Al - Representative Value,Float,No,NA,2,0,150,milliequivalents per 100 grams,,"The amount of aluminum extracted in 1 normal potassium chloride.  The following laboratory method is applied:  55 ml of 1 normal potassium chloride is extracted through 2.5 g of soil sample.  The extract is analyzed by use of an atomic adsorption spectrometer or similar instrument (SSIR #1, method 6G9a and NSSH)."
chorizon,152,extral_h,extractable_aluminum_h,Extract Al - High Value,Float,No,NA,2,0,150,milliequivalents per 100 grams,,"The amount of aluminum extracted in 1 normal potassium chloride.  The following laboratory method is applied:  55 ml of 1 normal potassium chloride is extracted through 2.5 g of soil sample.  The extract is analyzed by use of an atomic adsorption spectrometer or similar instrument (SSIR #1, method 6G9a and NSSH)."
chorizon,153,aloxalate_l,aluminum_oxalate_l,Oxalate Al - Low Value,Float,No,NA,1,0,17e4,milligrams per kilogram,,"The amount of ammonium oxalate extractable aluminum in the less than 2mm fraction.  This is an estimate of the total pedogenic aluminum, much of which may be in noncrystalline material, or complexed by organic matter."
chorizon,154,aloxalate_r,aluminum_oxalate_r,Oxalate Al - Representative Value,Float,No,NA,1,0,17e4,milligrams per kilogram,,"The amount of ammonium oxalate extractable aluminum in the less than 2mm fraction.  This is an estimate of the total pedogenic aluminum, much of which may be in noncrystalline material, or complexed by organic matter."
chorizon,155,aloxalate_h,aluminum_oxalate_h,Oxalate Al - High Value,Float,No,NA,1,0,17e4,milligrams per kilogram,,"The amount of ammonium oxalate extractable aluminum in the less than 2mm fraction.  This is an estimate of the total pedogenic aluminum, much of which may be in noncrystalline material, or complexed by organic matter."
