hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Bw,NA,B,NA,NA,NA,8,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,90,95,100,70,82.5,95,NA,30.3,NA,NA,2.4,NA,NA,3,NA,NA,5.8,NA,NA,10.5,NA,NA,8.6,NA,NA,30.7,NA,NA,NA,NA,NA,NA,NA,35,39,60,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.15,1.23,1.3,NA,NA,NA,1.45,1.53,1.59,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,29.8,33.5,38.8,18.6,20.9,31.7,48,50,53,6,7.5,8.9,40,52.5,65,15,27.5,40,9,24,43,0.24,0.24,0,5,10,0,0,0,0,5,10,0,1,2,20,35,50,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875727,42894695
Bk,NA,B,NA,NA,NA,23,NA,NA,79,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,90,95,100,90,95,100,75,85,95,NA,23.3,NA,NA,3.2,NA,NA,3.7,NA,NA,4.3,NA,NA,6.5,NA,NA,5.6,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,35,47.5,60,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.15,1.28,1.4,NA,NA,NA,1.47,1.6,1.66,NA,0.4233,1,1.411,0.14,0.18,0.21,NA,NA,NA,21.9,39.9,43.2,17,24.4,31.8,42,48,53,6,7.5,8.9,35,50,65,10,25,40,7,23,43,0.28,0.28,1,8,15,0,3,5,10,13,15,8,12,16,20,35,50,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875727,42894696
Cr,NA,C,NA,NA,NA,79,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4233,1,1.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875727,42894697
A,NA,A,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,15,23,30,15,23,30,90,95,100,90,95,100,80,90,100,75,85,95,NA,34.2,NA,NA,3,NA,NA,4.2,NA,NA,5.9,NA,NA,10.8,NA,NA,10.3,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.53,1.61,1.71,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,13.6,22.4,28.7,8.3,13.6,19.3,23,32,41,3,4.5,5.9,30,35,40,10,15,20,6,12,20,0.15,0.24,0,3,5,0,0,0,0,5,10,0,1,2,15,25,35,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875730,42894698
Bw,NA,B,NA,NA,NA,10,NA,NA,56,NA,NA,NA,NA,0,5,10,20,28,35,90,95,100,90,95,100,80,90,100,75,85,95,NA,30.2,NA,NA,2.7,NA,NA,3.2,NA,NA,5.8,NA,NA,10.3,NA,NA,8.2,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,35,37.5,40,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.49,1.57,1.66,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,20.7,26.4,30.4,13.3,16.9,19.8,29,36,44,3,4.5,5.9,35,40,45,15,17.5,20,10,15,21,0.15,0.24,1,6,10,0,0,0,0,5,10,0,1,2,20,27.5,35,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875730,42894699
Bk,NA,B,NA,NA,NA,56,NA,NA,74,NA,NA,NA,NA,0,5,10,20,28,35,90,95,100,90,95,100,80,90,100,75,87.5,100,NA,22.1,NA,NA,3,NA,NA,3.5,NA,NA,4.1,NA,NA,6.2,NA,NA,5.3,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,40,50,60,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.15,1.23,1.3,NA,NA,NA,1.53,1.61,1.69,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,17.6,33.5,39.6,13.9,20.5,28,33,40,48,6,7.5,8.9,40,50,60,20,30,40,14,27,45,0.1,0.17,1,8,15,0,3,5,5,10,15,8,12,16,20,35,50,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875730,42894700
Cr,NA,C,NA,NA,NA,74,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4233,7,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875730,42894701
A,NA,A,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,15,23,30,15,23,30,90,95,100,90,95,100,80,90,100,75,85,95,NA,34.2,NA,NA,3,NA,NA,4.2,NA,NA,5.9,NA,NA,10.8,NA,NA,10.3,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,27,33.5,40,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.53,1.61,1.71,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,13.6,22.4,28.7,8.3,13.6,19.3,23,32,41,3,4.5,5.9,30,35,40,10,15,20,6,12,20,0.15,0.24,0,3,5,0,0,0,0,5,10,0,1,2,15,25,35,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875732,42894702
Bw,NA,B,NA,NA,NA,10,NA,NA,56,NA,NA,NA,NA,0,5,10,20,28,35,90,95,100,90,95,100,80,90,100,75,85,95,NA,30.2,NA,NA,2.7,NA,NA,3.2,NA,NA,5.8,NA,NA,10.3,NA,NA,8.2,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,35,37.5,40,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.49,1.57,1.66,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,20.7,26.4,30.4,13.3,16.9,19.8,29,36,44,3,4.5,5.9,35,40,45,15,17.5,20,10,15,21,0.15,0.24,1,6,10,0,0,0,0,5,10,0,1,2,20,27.5,35,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875732,42894703
Bk,NA,B,NA,NA,NA,56,NA,NA,74,NA,NA,NA,NA,0,5,10,20,28,35,90,95,100,90,95,100,80,90,100,75,87.5,100,NA,22.1,NA,NA,3,NA,NA,3.5,NA,NA,4.1,NA,NA,6.2,NA,NA,5.3,NA,NA,27.9,NA,NA,NA,NA,NA,NA,NA,40,50,60,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.15,1.23,1.3,NA,NA,NA,1.53,1.61,1.69,NA,0.4233,1,1.411,0.14,0.16,0.17,NA,NA,NA,17.6,33.5,39.6,13.9,20.5,28,33,40,48,6,7.5,8.9,40,50,60,20,30,40,14,27,45,0.1,0.17,1,8,15,0,3,5,5,10,15,8,12,16,20,35,50,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875732,42894704
Cr,NA,C,NA,NA,NA,74,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4233,7,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875732,42894705
A,NA,A,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,100,100,100,90,95,100,70,75,80,NA,33.3,NA,NA,2.9,NA,NA,4.1,NA,NA,5.7,NA,NA,10.5,NA,NA,10.1,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,30,35,40,NA,NA,NA,0.5,1.25,2,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.44,1.52,1.58,NA,1.41,2,4.233,0.17,0.19,0.2,NA,NA,NA,27.7,33.5,34.8,17.3,21,23.4,44,46,49,3,4.5,5.9,30,35,40,10,15,20,5,10,15,0.24,0.24,0,3,5,0,1,1,0,3,5,2,3,4,20,27.5,35,NA,NA,NA,NA,NA,NA,6.6,7.5,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875733,42894706
C,NA,C,NA,NA,NA,10,NA,NA,33,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,95,97.5,100,90,95,100,70,82.5,95,NA,30,NA,NA,2.8,NA,NA,3.1,NA,NA,5.7,NA,NA,10.1,NA,NA,8.3,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,35,40,45,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.2,1.28,1.35,NA,NA,NA,1.51,1.59,1.66,NA,0.4233,1,1.411,0.14,0.16,0.18,NA,NA,NA,22.9,28.9,40.4,15.3,19.3,23.8,45,48,51,6,7.5,8.9,35,42.5,50,15,20,25,8,16,27,0.24,0.24,5,10,15,1,8,15,1,8,15,2,5,8,20,30,40,NA,NA,NA,NA,NA,NA,7.9,8.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875733,42894707
Cr,NA,C,NA,NA,NA,33,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4233,1,1.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875733,42894708
A,NA,A,NA,NA,NA,0,NA,NA,38,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,75,85,95,60,67.5,75,NA,41.6,NA,NA,3.9,NA,NA,5.4,NA,NA,7.3,NA,NA,13,NA,NA,12,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,15,21,27,NA,NA,NA,3,3.5,4,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.31,1.39,1.45,NA,4.233,9,14.11,0.14,0.16,0.18,NA,NA,NA,21.6,29.3,32.4,11.1,15,19.1,40,44,48,0,1.5,2.9,25,27.5,30,5,7.5,10,0,3,6,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,10,17.5,25,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875744,42894722
Bt,NA,B,NA,NA,NA,38,NA,NA,86,NA,NA,NA,NA,0,0,0,0,0,0,85,92.5,100,75,87.5,100,65,82.5,100,45,62.5,80,NA,35.2,NA,NA,3.2,NA,NA,4.4,NA,NA,6.1,NA,NA,11,NA,NA,10.5,NA,NA,38.3,NA,NA,NA,NA,NA,NA,NA,18,26.5,35,NA,NA,NA,1,2,3,NA,NA,NA,1.25,1.38,1.5,NA,NA,NA,1.32,1.45,1.51,NA,4.233,9,14.11,0.15,0.18,0.2,NA,NA,NA,17.7,29.4,35,10,16.6,23.8,34,41,49,0,1.5,2.9,25,30,35,5,10,15,0,4,11,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,17.5,25,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875744,42894723
Bk,NA,B,NA,NA,NA,86,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,85,92.5,100,80,90,100,50,70,90,25,47.5,70,NA,64.2,NA,NA,5.3,NA,NA,6.8,NA,NA,15.1,NA,NA,22.9,NA,NA,14.1,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,8,16.5,25,NA,NA,NA,0,0.5,1,NA,NA,NA,1.25,1.38,1.5,NA,NA,NA,1.32,1.45,1.51,NA,4.233,9,14.11,0.1,0.13,0.16,NA,NA,NA,8,18.7,24.1,4.1,9.6,15.7,36,43,50,0,1.5,2.9,20,25,30,0,5,10,0,0,5,0.28,0.28,1,8,15,0,0,0,0,0,0,0,1,2,2,8.5,15,NA,NA,NA,NA,NA,NA,7.4,8.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875744,42894724
A,NA,A,NA,NA,NA,0,NA,NA,28,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,40,50,60,15,22.5,30,NA,85.3,NA,NA,3.4,NA,NA,13.5,NA,NA,22.4,NA,NA,29.5,NA,NA,16.5,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,3,5.5,8,NA,NA,NA,2,3,4,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.63,1.68,1.75,NA,42,92,141,0.06,0.08,0.09,13.4,22.5,25.5,10.6,17.8,21.2,5,8.4,11.9,31,34,37,0,1.5,2.9,NA,NA,NA,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875750,42894728
AC,NA,AC,NA,NA,NA,28,NA,NA,69,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,40,50,60,15,22.5,30,NA,85.3,NA,NA,3.4,NA,NA,13.5,NA,NA,22.4,NA,NA,29.5,NA,NA,16.5,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,3,5.5,8,NA,NA,NA,0.5,0.75,1.25,NA,NA,NA,1.55,1.6,1.65,NA,NA,NA,1.63,1.68,1.75,NA,42,92,141,0.06,0.08,0.09,10.8,19.5,22.5,7.8,14.1,17.4,2.8,5,7.7,33,36,39,0,1.5,2.9,NA,NA,NA,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875750,42894729
C,NA,C,NA,NA,NA,69,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,80,90,100,35,47.5,60,5,15,25,NA,95,NA,NA,0.7,NA,NA,13,NA,NA,36.8,NA,NA,37.4,NA,NA,7.1,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,2,3.5,5,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.6,1.65,1.7,NA,NA,NA,1.68,1.73,1.81,NA,42,92,141,0.05,0.07,0.08,7.5,13.4,15.7,5.5,9.8,12.1,2,3.5,5.2,29,33,37,0,1.5,2.9,NA,NA,NA,0,0,0,0,0,0,0.2,0.2,0,3,5,0,0,0,0,0,0,0,0,0,2,3.5,5,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875750,42894730
Bt,NA,B,NA,NA,NA,23,NA,NA,76,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,90,95,100,70,75,80,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.44,1.52,1.58,NA,4.233,9,14.11,0.17,0.19,0.21,NA,NA,NA,26.7,31.4,33.3,15.3,18,20.7,43,46,50,3,4.5,5.9,30,35,40,10,15,20,5,10,15,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,10,17.5,25,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875753,42894731
Bk,NA,B,NA,NA,NA,76,NA,NA,152,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,85,90,95,60,72.5,85,NA,27.1,NA,NA,2.2,NA,NA,3.1,NA,NA,4.4,NA,NA,8.5,NA,NA,8.9,NA,NA,54.4,NA,NA,NA,NA,NA,NA,NA,10,18.5,27,NA,NA,NA,0.5,0.75,1,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.31,1.39,1.45,NA,4.233,9,14.11,0.14,0.16,0.18,NA,NA,NA,14.3,26.1,30.1,5.8,10.6,15.6,43,46,50,0,1.5,2.9,20,25,30,0,5,10,0,1,7,0.37,0.37,0,5,10,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875753,42894732
A,NA,A,NA,NA,NA,0,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,100,100,100,95,97.5,100,85,90,95,60,67.5,75,NA,43,NA,NA,4.2,NA,NA,5.8,NA,NA,7.6,NA,NA,13.3,NA,NA,12.1,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,10,17.5,25,NA,NA,NA,1,1.5,2,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.31,1.39,1.45,NA,4.233,9,14.11,0.14,0.16,0.18,NA,NA,NA,15.4,26.5,30.2,6.4,11,15.7,43,46,49,0,1.5,2.9,25,27.5,30,5,7.5,10,0,3,6,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875753,42894733
A,NA,A,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,0,0,0,0,8,15,60,70,80,55,65,75,45,57.5,70,30,42.5,55,NA,44.3,NA,NA,4.3,NA,NA,5.9,NA,NA,7.9,NA,NA,13.7,NA,NA,12.5,NA,NA,40.7,NA,NA,NA,NA,NA,NA,NA,10,15,20,NA,NA,NA,1,1.5,2,NA,NA,NA,1.25,1.33,1.4,NA,NA,NA,1.33,1.41,1.49,NA,14.11,28,42.33,0.1,0.11,0.12,NA,NA,NA,10.9,19.2,24.3,4.2,7.4,11.2,28,35,42,0,1.5,2.9,25,27.5,30,5,7.5,10,0,0,3,0.15,0.28,0,1,2,0,0,0,0,0,0,0,0,0,5,10,15,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875759,42894739
AC,NA,AC,NA,NA,NA,13,NA,NA,38,NA,NA,NA,NA,0,0,0,0,8,15,35,45,55,30,40,50,20,35,50,10,25,40,NA,45.4,NA,NA,4.5,NA,NA,6.1,NA,NA,8.1,NA,NA,14,NA,NA,12.7,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,8,13,18,NA,NA,NA,0,0.25,0.5,NA,NA,NA,1.25,1.38,1.5,NA,NA,NA,1.37,1.5,1.62,NA,14.11,28,42.33,0.06,0.07,0.08,NA,NA,NA,5.4,12.3,17.3,1.8,4,7,16,24,33,0,1.5,2.9,20,22.5,25,0,2.5,5,0,0,0,0.15,0.37,2,9,15,0,0,0,0,0,0,0,0,0,2,6,10,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,14875759,42894740
